transaction_id,user_id,amount,merchant_id,actual_location,timestamp,device_type,transactions_last_10min,time_since_last_txn_min,amount_deviation_ratio,device_change_flag,location_change_flag,anomaly_score,risk_level,rule_triggered,final_decision
TXN_00520,USER_086,1803.64,MERCH_09,Chennai,22-12-2025 18:16,atm,3,113,1.23,0,0,0.187681914,LOW,NONE,APPROVED
TXN_00521,USER_020,2468,MERCH_25,Mumbai,20-12-2025 15:31,atm,3,64,1.32,0,0,0.19279585,LOW,NONE,APPROVED
TXN_00522,USER_113,2388.83,MERCH_18,Hyderabad,21-12-2025 11:06,mobile,4,168,1.09,0,0,0.198287505,LOW,NONE,APPROVED
TXN_00523,USER_092,18017.93,MERCH_37,Delhi,22-12-2025 08:40,mobile,7,133,5.66,0,1,-0.104676944,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_00524,USER_114,3135.89,MERCH_21,Bengaluru,22-12-2025 14:55,mobile,1,95,1.27,1,0,0.080696966,LOW,NONE,APPROVED
TXN_00525,USER_028,26684.61,MERCH_03,Chennai,23-12-2025 11:01,atm,9,38,8.88,1,1,-0.15472608,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH, NEW_DEVICE_HIGH_AMOUNT",FLAGGED
TXN_00526,USER_006,1972.46,MERCH_22,Mumbai,22-12-2025 00:39,mobile,3,122,1.1,1,0,0.035494813,LOW,NONE,APPROVED
TXN_00527,USER_043,2430.56,MERCH_37,Pune,22-12-2025 13:59,mobile,2,61,0.83,0,0,0.198401714,LOW,NONE,APPROVED
TXN_00528,USER_069,2597.21,MERCH_18,Delhi,20-12-2025 10:05,mobile,1,60,1.25,0,0,0.18308519,LOW,NONE,APPROVED
TXN_00529,USER_055,1292.59,MERCH_26,Kolkata,22-12-2025 15:19,web,1,164,1.07,0,0,0.170563081,LOW,NONE,APPROVED
TXN_00530,USER_050,1961.28,MERCH_35,Hyderabad,23-12-2025 15:48,web,1,153,1.24,0,0,0.181707678,LOW,NONE,APPROVED
TXN_00531,USER_043,2783.04,MERCH_40,Pune,22-12-2025 15:06,atm,2,67,0.95,1,0,0.091856241,LOW,NONE,APPROVED
TXN_00532,USER_059,2098,MERCH_13,Chennai,20-12-2025 10:57,web,4,160,0.73,0,0,0.195542433,LOW,NONE,APPROVED
TXN_00533,USER_010,2401.77,MERCH_13,Chennai,24-12-2025 19:26,web,2,135,1.22,1,0,0.075554726,LOW,NONE,APPROVED
TXN_00534,USER_072,3599.1,MERCH_40,Kolkata,23-12-2025 09:01,mobile,1,78,1.34,0,0,0.158730212,LOW,NONE,APPROVED
TXN_00535,USER_093,26398.12,MERCH_36,Kolkata,24-12-2025 08:43,web,10,0,8.76,0,1,-0.122446931,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH, VELOCITY_ATTACK",FLAGGED
TXN_00536,USER_046,1985.6,MERCH_03,Pune,24-12-2025 19:05,mobile,3,147,0.84,0,0,0.175800063,LOW,NONE,APPROVED
TXN_00537,USER_095,1929.72,MERCH_30,Delhi,24-12-2025 21:30,web,1,93,1.24,0,0,0.141568054,LOW,NONE,APPROVED
TXN_00538,USER_099,4137.46,MERCH_31,Mumbai,22-12-2025 07:50,web,3,30,1.22,0,0,0.166185648,LOW,NONE,APPROVED
TXN_00539,USER_063,3528.26,MERCH_09,Chennai,20-12-2025 17:11,atm,4,89,1.32,0,0,0.168921564,LOW,NONE,APPROVED
TXN_00540,USER_109,1379.06,MERCH_17,Chennai,21-12-2025 20:52,atm,4,147,0.77,0,0,0.15889462,LOW,NONE,APPROVED
TXN_00541,USER_085,11975.9,MERCH_25,Chennai,21-12-2025 13:15,mobile,8,74,10.42,0,0,-0.074475103,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST",FLAGGED
TXN_00542,USER_021,2649.84,MERCH_38,Mumbai,23-12-2025 17:43,mobile,1,114,0.77,1,0,0.070447255,LOW,NONE,APPROVED
TXN_00543,USER_069,2019.68,MERCH_03,Delhi,20-12-2025 10:10,mobile,1,5,0.97,0,0,0.1901177,LOW,NONE,APPROVED
TXN_00544,USER_027,1421.86,MERCH_36,Hyderabad,24-12-2025 11:05,web,3,139,0.87,0,0,0.2012568,LOW,NONE,APPROVED
TXN_00545,USER_114,1961,MERCH_23,Bengaluru,22-12-2025 17:41,mobile,1,166,0.79,0,0,0.168143696,LOW,NONE,APPROVED
TXN_00546,USER_049,3755.05,MERCH_29,Mumbai,21-12-2025 21:56,atm,2,28,1.36,0,0,0.115799118,LOW,NONE,APPROVED
TXN_00547,USER_059,3464,MERCH_37,Chennai,20-12-2025 13:42,web,4,165,1.21,0,0,0.185116222,LOW,NONE,APPROVED
TXN_00548,USER_093,3534.53,MERCH_31,Kolkata,24-12-2025 10:46,web,2,123,1.17,0,0,0.185481241,LOW,NONE,APPROVED
TXN_00549,USER_089,661.62,MERCH_16,Chennai,22-12-2025 21:53,atm,4,158,0.65,1,0,0.015711501,LOW,NONE,APPROVED
TXN_00550,USER_103,1135.57,MERCH_13,Mumbai,20-12-2025 14:29,mobile,1,61,0.79,1,0,0.075029509,LOW,NONE,APPROVED
TXN_00551,USER_103,16462.94,MERCH_37,Bengaluru,20-12-2025 16:14,mobile,5,105,11.51,0,1,-0.129458147,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_00552,USER_118,2856.74,MERCH_07,Kolkata,21-12-2025 07:56,mobile,1,13,0.98,0,0,0.167842997,LOW,NONE,APPROVED
TXN_00553,USER_098,3482.85,MERCH_21,Kolkata,23-12-2025 06:58,mobile,2,27,1.09,0,0,0.170107101,LOW,NONE,APPROVED
TXN_00554,USER_014,1994.51,MERCH_02,Hyderabad,24-12-2025 20:34,web,1,100,0.66,0,0,0.137596068,LOW,NONE,APPROVED
TXN_00555,USER_072,3137.85,MERCH_35,Kolkata,23-12-2025 09:25,mobile,1,24,1.16,0,0,0.179228684,LOW,NONE,APPROVED
TXN_00556,USER_079,533.13,MERCH_33,Hyderabad,20-12-2025 09:22,web,2,104,0.62,0,0,0.150980119,LOW,NONE,APPROVED
TXN_00557,USER_104,2924.99,MERCH_40,Kolkata,24-12-2025 17:20,web,4,56,1.39,1,0,0.075521996,LOW,NONE,APPROVED
TXN_00558,USER_012,1237.34,MERCH_07,Chennai,21-12-2025 09:40,mobile,1,93,1.18,0,0,0.174734742,LOW,NONE,APPROVED
TXN_00559,USER_012,750.53,MERCH_39,Chennai,21-12-2025 11:00,mobile,3,80,0.72,0,0,0.181705405,LOW,NONE,APPROVED
TXN_00560,USER_074,2405.4,MERCH_39,Delhi,23-12-2025 16:12,web,1,52,0.69,1,0,0.068229581,LOW,NONE,APPROVED
TXN_00561,USER_028,4004.09,MERCH_06,Chennai,23-12-2025 13:00,atm,2,119,1.33,0,0,0.162913461,LOW,NONE,APPROVED
TXN_00562,USER_117,35354.19,MERCH_28,Chennai,21-12-2025 09:41,mobile,6,0,10.95,0,0,-0.126311007,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST",FLAGGED
TXN_00563,USER_103,1363.36,MERCH_09,Bengaluru,20-12-2025 17:03,mobile,3,49,0.95,0,0,0.188014564,LOW,NONE,APPROVED
TXN_00564,USER_033,1662.94,MERCH_11,Kolkata,22-12-2025 19:45,web,1,92,0.73,1,0,0.065323252,LOW,NONE,APPROVED
TXN_00565,USER_084,2355.02,MERCH_16,Delhi,22-12-2025 20:13,mobile,3,124,0.82,0,0,0.167561695,LOW,NONE,APPROVED
TXN_00566,USER_002,1613.82,MERCH_22,Delhi,21-12-2025 10:42,atm,3,8,1.34,0,0,0.197317192,LOW,NONE,APPROVED
TXN_00567,USER_001,1717.23,MERCH_07,Delhi,21-12-2025 20:25,web,1,64,1.03,0,0,0.159070763,LOW,NONE,APPROVED
TXN_00568,USER_005,2008.04,MERCH_35,Chennai,24-12-2025 07:50,atm,3,83,0.89,0,0,0.19965575,LOW,NONE,APPROVED
TXN_00569,USER_016,1571.01,MERCH_35,Mumbai,20-12-2025 11:04,mobile,1,44,1.12,0,0,0.190511378,LOW,NONE,APPROVED
TXN_00570,USER_032,2018.94,MERCH_14,Kolkata,22-12-2025 12:54,mobile,1,107,1.12,0,0,0.192527918,LOW,NONE,APPROVED
TXN_00571,USER_037,3092.36,MERCH_12,Delhi,24-12-2025 10:54,mobile,4,6,1.17,0,0,0.193797397,LOW,NONE,APPROVED
TXN_00572,USER_079,1035.26,MERCH_16,Hyderabad,20-12-2025 12:20,web,3,178,1.2,0,0,0.184937074,LOW,NONE,APPROVED
TXN_00573,USER_044,2941.57,MERCH_38,Bengaluru,24-12-2025 06:37,mobile,3,10,1.09,1,0,0.091342623,LOW,NONE,APPROVED
TXN_00574,USER_019,1561.95,MERCH_05,Kolkata,24-12-2025 14:48,atm,3,156,0.66,1,0,0.090481738,LOW,NONE,APPROVED
TXN_00575,USER_069,24517.32,MERCH_18,Mumbai,20-12-2025 10:10,mobile,10,0,11.79,0,1,-0.135024277,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH, VELOCITY_ATTACK",FLAGGED
TXN_00576,USER_118,2448.33,MERCH_27,Kolkata,21-12-2025 08:44,mobile,3,48,0.84,0,0,0.198570497,LOW,NONE,APPROVED
TXN_00577,USER_090,2594.6,MERCH_30,Kolkata,21-12-2025 09:08,web,1,116,1.29,0,0,0.181046428,LOW,NONE,APPROVED
TXN_00578,USER_044,3450.5,MERCH_23,Bengaluru,24-12-2025 07:32,web,1,55,1.28,1,0,0.061579528,LOW,NONE,APPROVED
TXN_00579,USER_086,1944.24,MERCH_11,Chennai,22-12-2025 20:58,mobile,1,162,1.32,1,0,0.049333953,LOW,NONE,APPROVED
TXN_00580,USER_101,949.81,MERCH_10,Bengaluru,21-12-2025 19:51,atm,3,153,0.74,0,0,0.164795154,LOW,NONE,APPROVED
TXN_00581,USER_062,1738.85,MERCH_15,Delhi,22-12-2025 09:28,web,1,17,1.06,0,0,0.186396501,LOW,NONE,APPROVED
TXN_00582,USER_008,19086.41,MERCH_12,Hyderabad,24-12-2025 13:39,atm,7,0,8.8,1,0,-0.118353041,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, NEW_DEVICE_HIGH_AMOUNT, VELOCITY_ATTACK",FLAGGED
TXN_00583,USER_018,3420.75,MERCH_08,Hyderabad,24-12-2025 18:40,atm,2,67,1.02,0,0,0.170382957,LOW,NONE,APPROVED
TXN_00584,USER_112,3585.67,MERCH_02,Delhi,23-12-2025 15:04,atm,4,45,1.35,0,0,0.166675826,LOW,NONE,APPROVED
TXN_00585,USER_029,1020.97,MERCH_31,Pune,20-12-2025 12:58,web,3,59,0.79,0,0,0.192685175,LOW,NONE,APPROVED
TXN_00586,USER_034,763.84,MERCH_02,Delhi,20-12-2025 13:21,atm,3,15,0.79,1,0,0.083154479,LOW,NONE,APPROVED
TXN_00587,USER_061,2922.57,MERCH_32,Chennai,24-12-2025 10:39,atm,1,32,0.92,1,0,0.094338893,LOW,NONE,APPROVED
TXN_00588,USER_062,1144.17,MERCH_05,Delhi,22-12-2025 10:30,web,1,62,0.69,0,0,0.165752754,LOW,NONE,APPROVED
TXN_00589,USER_035,1003.04,MERCH_05,Mumbai,22-12-2025 20:42,web,3,123,1.04,0,0,0.168099614,LOW,NONE,APPROVED
TXN_00590,USER_066,1397.92,MERCH_28,Kolkata,22-12-2025 10:53,web,4,58,0.69,0,0,0.185354173,LOW,NONE,APPROVED
TXN_00591,USER_068,27949.18,MERCH_30,Kolkata,20-12-2025 16:05,atm,5,133,8.34,0,0,-0.087989796,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST",FLAGGED
TXN_00592,USER_119,2144.37,MERCH_18,Pune,24-12-2025 14:03,atm,3,36,0.68,1,0,0.093523115,LOW,NONE,APPROVED
TXN_00593,USER_085,926.11,MERCH_33,Chennai,21-12-2025 13:35,atm,4,20,0.81,1,0,0.081544155,LOW,NONE,APPROVED
TXN_00594,USER_002,1387.82,MERCH_03,Delhi,21-12-2025 12:56,atm,4,134,1.15,0,0,0.195038349,LOW,NONE,APPROVED
TXN_00595,USER_069,2331.56,MERCH_10,Mumbai,20-12-2025 12:20,mobile,2,130,1.12,0,0,0.200962645,LOW,NONE,APPROVED
TXN_00596,USER_050,1774.87,MERCH_12,Hyderabad,23-12-2025 17:13,web,3,85,1.13,0,0,0.191948602,LOW,NONE,APPROVED
TXN_00597,USER_090,1931.3,MERCH_03,Kolkata,21-12-2025 11:44,web,1,156,0.96,0,0,0.191580315,LOW,NONE,APPROVED
TXN_00598,USER_037,3162.24,MERCH_38,Delhi,24-12-2025 11:32,mobile,3,38,1.2,0,0,0.195369798,LOW,NONE,APPROVED
TXN_00599,USER_026,992.75,MERCH_31,Chennai,24-12-2025 13:40,mobile,1,105,0.89,1,0,0.070262832,LOW,NONE,APPROVED
TXN_00600,USER_030,28308.66,MERCH_40,Kolkata,21-12-2025 12:39,mobile,10,0,11.94,0,0,-0.136190494,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, VELOCITY_ATTACK",FLAGGED
TXN_00601,USER_116,772.5,MERCH_21,Pune,21-12-2025 15:04,atm,4,123,0.82,0,0,0.169357942,LOW,NONE,APPROVED
TXN_00602,USER_005,2370.17,MERCH_11,Chennai,24-12-2025 09:20,atm,1,90,1.05,0,0,0.18843873,LOW,NONE,APPROVED
TXN_00603,USER_031,2740.5,MERCH_31,Delhi,23-12-2025 11:12,web,3,3,1.09,0,0,0.200134151,LOW,NONE,APPROVED
TXN_00604,USER_072,2206.71,MERCH_27,Kolkata,23-12-2025 11:06,web,1,101,0.82,1,0,0.095099965,LOW,NONE,APPROVED
TXN_00605,USER_020,1373.71,MERCH_28,Mumbai,20-12-2025 17:47,web,1,136,0.73,1,0,0.072338002,LOW,NONE,APPROVED
TXN_00606,USER_022,10830.18,MERCH_18,Chennai,20-12-2025 12:14,mobile,6,107,11.7,0,1,-0.110527085,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_00607,USER_092,4376.3,MERCH_19,Delhi,22-12-2025 08:56,mobile,1,16,1.37,0,0,0.12464321,LOW,NONE,APPROVED
TXN_00608,USER_010,1298.14,MERCH_25,Chennai,24-12-2025 20:13,web,4,47,0.66,0,0,0.144306052,LOW,NONE,APPROVED
TXN_00609,USER_109,1719.75,MERCH_32,Chennai,21-12-2025 23:44,atm,1,172,0.96,0,0,0.111729929,LOW,NONE,APPROVED
TXN_00610,USER_085,1090.37,MERCH_38,Chennai,21-12-2025 16:32,atm,2,177,0.95,0,0,0.176230243,LOW,NONE,APPROVED
TXN_00611,USER_115,2927.12,MERCH_27,Pune,24-12-2025 13:13,atm,3,100,1.11,0,0,0.201842018,LOW,NONE,APPROVED
TXN_00612,USER_047,2574.76,MERCH_04,Kolkata,22-12-2025 12:29,mobile,1,68,1.16,0,0,0.186776949,LOW,NONE,APPROVED
TXN_00613,USER_080,1956.36,MERCH_22,Kolkata,21-12-2025 18:19,web,1,57,0.96,0,0,0.172140313,LOW,NONE,APPROVED
TXN_00614,USER_087,2536.17,MERCH_15,Chennai,24-12-2025 05:06,mobile,4,168,1.37,0,0,0.15322336,LOW,NONE,APPROVED
TXN_00615,USER_056,16104.28,MERCH_24,Delhi,23-12-2025 11:10,web,6,141,7.6,0,1,-0.091656128,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_00616,USER_049,3609.03,MERCH_08,Mumbai,21-12-2025 23:32,mobile,2,96,1.3,1,0,0.021922242,LOW,NONE,APPROVED
TXN_00617,USER_005,2192.19,MERCH_30,Chennai,24-12-2025 11:06,atm,1,106,0.98,0,0,0.19043587,LOW,NONE,APPROVED
TXN_00618,USER_043,2507.8,MERCH_31,Pune,22-12-2025 16:40,atm,4,94,0.85,0,0,0.185834479,LOW,NONE,APPROVED
TXN_00619,USER_089,11039.39,MERCH_14,Mumbai,22-12-2025 22:37,atm,7,44,10.85,0,1,-0.114902153,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_00620,USER_082,999.38,MERCH_20,Kolkata,24-12-2025 11:04,atm,2,154,0.9,0,0,0.189567977,LOW,NONE,APPROVED
TXN_00621,USER_084,2180.54,MERCH_01,Delhi,22-12-2025 20:32,mobile,1,19,0.76,0,0,0.151639178,LOW,NONE,APPROVED
TXN_00622,USER_077,2281.27,MERCH_12,Pune,23-12-2025 09:21,mobile,1,146,1.24,0,0,0.184574035,LOW,NONE,APPROVED
TXN_00623,USER_011,802.86,MERCH_16,Kolkata,23-12-2025 10:24,web,2,4,0.81,0,0,0.181732998,LOW,NONE,APPROVED
TXN_00624,USER_003,22138.62,MERCH_21,Bengaluru,21-12-2025 11:06,web,5,0,8.66,1,1,-0.136324785,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH, NEW_DEVICE_HIGH_AMOUNT",FLAGGED
TXN_00625,USER_038,1258.67,MERCH_06,Bengaluru,24-12-2025 14:04,atm,3,125,0.64,0,0,0.181957392,LOW,NONE,APPROVED
TXN_00626,USER_034,683.92,MERCH_22,Delhi,20-12-2025 13:47,mobile,3,26,0.71,1,0,0.072817094,LOW,NONE,APPROVED
TXN_00627,USER_044,3227.48,MERCH_28,Bengaluru,24-12-2025 08:11,web,1,39,1.2,0,0,0.174763216,LOW,NONE,APPROVED
TXN_00628,USER_050,1958.53,MERCH_07,Hyderabad,23-12-2025 17:20,web,1,7,1.24,0,0,0.174443187,LOW,NONE,APPROVED
TXN_00629,USER_009,1120.43,MERCH_15,Delhi,23-12-2025 07:51,web,4,51,1.24,0,0,0.177647802,LOW,NONE,APPROVED
TXN_00630,USER_080,1454.23,MERCH_13,Kolkata,21-12-2025 21:11,web,4,172,0.71,0,0,0.129248199,LOW,NONE,APPROVED
TXN_00631,USER_120,2341.95,MERCH_17,Chennai,23-12-2025 09:55,web,4,30,0.79,0,0,0.19163772,LOW,NONE,APPROVED
TXN_00632,USER_065,1477.92,MERCH_02,Mumbai,23-12-2025 16:23,web,1,139,0.62,0,0,0.148220652,LOW,NONE,APPROVED
TXN_00633,USER_029,1406.17,MERCH_12,Pune,20-12-2025 13:55,web,4,57,1.09,0,0,0.195064665,LOW,NONE,APPROVED
TXN_00634,USER_027,1185.28,MERCH_15,Hyderabad,24-12-2025 13:57,web,2,172,0.73,0,0,0.185124549,LOW,NONE,APPROVED
TXN_00635,USER_060,2152.86,MERCH_34,Delhi,22-12-2025 18:10,web,3,177,0.92,0,0,0.179567591,LOW,NONE,APPROVED
TXN_00636,USER_093,1925.49,MERCH_33,Kolkata,24-12-2025 13:24,web,3,158,0.64,0,0,0.187510517,LOW,NONE,APPROVED
TXN_00637,USER_031,1576.1,MERCH_21,Delhi,23-12-2025 13:56,web,4,164,0.62,0,0,0.17546729,LOW,NONE,APPROVED
TXN_00638,USER_016,1435.58,MERCH_05,Mumbai,20-12-2025 13:20,mobile,4,136,1.02,0,0,0.194443758,LOW,NONE,APPROVED
TXN_00639,USER_014,1981.34,MERCH_33,Hyderabad,24-12-2025 23:16,web,4,162,0.65,0,0,0.101457941,LOW,NONE,APPROVED
TXN_00640,USER_029,1566.49,MERCH_24,Pune,20-12-2025 16:00,web,4,125,1.22,0,0,0.185809012,LOW,NONE,APPROVED
TXN_00641,USER_069,2527.94,MERCH_06,Mumbai,20-12-2025 13:43,mobile,1,83,1.22,0,0,0.18745033,LOW,NONE,APPROVED
TXN_00642,USER_082,1085.68,MERCH_40,Kolkata,24-12-2025 11:41,mobile,1,37,0.97,1,0,0.079769546,LOW,NONE,APPROVED
TXN_00643,USER_005,2134.27,MERCH_06,Chennai,24-12-2025 11:26,atm,3,20,0.95,0,0,0.206197157,LOW,NONE,APPROVED
TXN_00644,USER_019,1475.06,MERCH_09,Kolkata,24-12-2025 15:15,atm,1,27,0.63,0,0,0.14887905,LOW,NONE,APPROVED
TXN_00645,USER_068,2463.69,MERCH_12,Kolkata,20-12-2025 16:26,atm,4,21,0.74,0,0,0.180224434,LOW,NONE,APPROVED
TXN_00646,USER_050,1102.02,MERCH_16,Hyderabad,23-12-2025 19:12,web,3,112,0.7,0,0,0.16562759,LOW,NONE,APPROVED
TXN_00647,USER_059,2237.56,MERCH_12,Chennai,20-12-2025 14:14,atm,4,32,0.78,1,0,0.102588328,LOW,NONE,APPROVED
TXN_00648,USER_078,3093.07,MERCH_09,Chennai,23-12-2025 15:49,atm,2,122,1.19,0,0,0.183598296,LOW,NONE,APPROVED
TXN_00649,USER_096,1195.29,MERCH_33,Bengaluru,23-12-2025 11:56,atm,2,128,0.62,1,0,0.078935512,LOW,NONE,APPROVED
TXN_00650,USER_061,2691.61,MERCH_22,Chennai,24-12-2025 11:20,atm,3,41,0.85,0,0,0.203876615,LOW,NONE,APPROVED
TXN_00651,USER_088,3341.74,MERCH_01,Pune,20-12-2025 11:42,mobile,2,110,1.06,1,0,0.096091045,LOW,NONE,APPROVED
TXN_00652,USER_101,998.1,MERCH_21,Bengaluru,21-12-2025 22:29,mobile,3,158,0.78,1,0,0.045532964,LOW,NONE,APPROVED
TXN_00653,USER_105,2188.7,MERCH_19,Mumbai,21-12-2025 14:41,mobile,3,96,0.92,0,0,0.206167514,LOW,NONE,APPROVED
TXN_00654,USER_015,1366.83,MERCH_37,Bengaluru,22-12-2025 12:08,atm,4,6,1.21,0,0,0.193438322,LOW,NONE,APPROVED
TXN_00655,USER_097,2129.27,MERCH_20,Mumbai,21-12-2025 16:07,mobile,2,167,1.2,0,0,0.186617092,LOW,NONE,APPROVED
TXN_00656,USER_033,1610.9,MERCH_35,Kolkata,22-12-2025 21:11,web,3,86,0.71,0,0,0.146744547,LOW,NONE,APPROVED
TXN_00657,USER_092,4071.56,MERCH_09,Delhi,22-12-2025 09:13,mobile,2,17,1.28,0,0,0.168717607,LOW,NONE,APPROVED
TXN_00658,USER_110,2876.17,MERCH_36,Bengaluru,23-12-2025 20:55,mobile,1,176,1.23,0,0,0.144178907,LOW,NONE,APPROVED
TXN_00659,USER_059,3390.1,MERCH_24,Chennai,20-12-2025 16:17,atm,2,123,1.18,0,0,0.176876247,LOW,NONE,APPROVED
TXN_00660,USER_032,11897.46,MERCH_05,Kolkata,22-12-2025 12:54,mobile,5,0,6.59,0,0,-0.014480302,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST",FLAGGED
TXN_00661,USER_079,9140.21,MERCH_25,Hyderabad,20-12-2025 13:13,web,7,53,10.62,0,0,-0.061861477,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST",FLAGGED
TXN_00662,USER_040,2826.24,MERCH_20,Delhi,21-12-2025 09:42,mobile,3,150,1.19,0,0,0.198925327,LOW,NONE,APPROVED
TXN_00663,USER_095,1531.91,MERCH_27,Delhi,24-12-2025 23:59,web,1,149,0.99,0,0,0.117522288,LOW,NONE,APPROVED
TXN_00664,USER_002,1074.36,MERCH_24,Delhi,21-12-2025 15:49,atm,2,173,0.89,0,0,0.177131492,LOW,NONE,APPROVED
TXN_00665,USER_119,3063.9,MERCH_37,Pune,24-12-2025 14:37,atm,1,34,0.97,0,0,0.17616955,LOW,NONE,APPROVED
TXN_00666,USER_056,22777.06,MERCH_23,Delhi,23-12-2025 11:10,web,7,0,10.74,0,0,-0.106924464,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, VELOCITY_ATTACK",FLAGGED
TXN_00667,USER_013,1738.7,MERCH_28,Pune,23-12-2025 16:28,web,2,157,0.89,0,0,0.188474514,LOW,NONE,APPROVED
TXN_00668,USER_021,2961.08,MERCH_22,Mumbai,23-12-2025 18:05,mobile,2,22,0.86,0,0,0.171825241,LOW,NONE,APPROVED
TXN_00669,USER_066,2305.54,MERCH_10,Kolkata,22-12-2025 11:43,web,1,50,1.13,0,0,0.188953063,LOW,NONE,APPROVED
TXN_00670,USER_078,1945.36,MERCH_36,Chennai,23-12-2025 18:15,atm,2,146,0.75,0,0,0.177434693,LOW,NONE,APPROVED
TXN_00671,USER_113,1678.75,MERCH_02,Hyderabad,21-12-2025 13:34,mobile,1,148,0.77,0,0,0.184278708,LOW,NONE,APPROVED
TXN_00672,USER_116,991.15,MERCH_10,Pune,21-12-2025 16:02,atm,2,58,1.05,0,0,0.178358162,LOW,NONE,APPROVED
TXN_00673,USER_020,2026.94,MERCH_15,Mumbai,20-12-2025 17:57,web,3,10,1.08,0,0,0.193834207,LOW,NONE,APPROVED
TXN_00674,USER_054,3467.32,MERCH_22,Chennai,20-12-2025 11:53,web,1,163,1.22,0,0,0.167427025,LOW,NONE,APPROVED
TXN_00675,USER_116,958.4,MERCH_12,Pune,21-12-2025 17:05,atm,2,63,1.01,0,0,0.177271827,LOW,NONE,APPROVED
TXN_00676,USER_030,2842.9,MERCH_39,Kolkata,21-12-2025 13:33,mobile,1,54,1.2,0,0,0.184579567,LOW,NONE,APPROVED
TXN_00677,USER_091,2262.3,MERCH_01,Mumbai,22-12-2025 21:35,mobile,1,111,0.99,0,0,0.139990751,LOW,NONE,APPROVED
TXN_00678,USER_057,646.5,MERCH_30,Pune,20-12-2025 13:25,web,4,20,0.71,0,0,0.158864676,LOW,NONE,APPROVED
TXN_00679,USER_022,1293.51,MERCH_15,Chennai,20-12-2025 14:36,mobile,2,142,1.4,0,0,0.170338416,LOW,NONE,APPROVED
TXN_00680,USER_021,2913.74,MERCH_14,Mumbai,23-12-2025 19:39,mobile,3,94,0.85,0,0,0.166178788,LOW,NONE,APPROVED
TXN_00681,USER_058,21765.73,MERCH_29,Chennai,24-12-2025 07:52,atm,8,0,8.36,0,1,-0.108806049,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH, VELOCITY_ATTACK",FLAGGED
TXN_00682,USER_099,3308.48,MERCH_13,Mumbai,22-12-2025 09:57,web,3,127,0.98,0,0,0.189870771,LOW,NONE,APPROVED
TXN_00683,USER_061,2083.77,MERCH_25,Chennai,24-12-2025 12:00,atm,2,40,0.66,0,0,0.185782146,LOW,NONE,APPROVED
TXN_00684,USER_009,794.52,MERCH_26,Delhi,23-12-2025 09:24,web,3,93,0.88,0,0,0.188224125,LOW,NONE,APPROVED
TXN_00685,USER_083,1227.36,MERCH_31,Bengaluru,24-12-2025 12:49,mobile,1,149,1.28,0,0,0.166563956,LOW,NONE,APPROVED
TXN_00686,USER_046,2576.17,MERCH_11,Pune,24-12-2025 22:01,mobile,4,176,1.1,0,0,0.126996759,LOW,NONE,APPROVED
TXN_00687,USER_071,1061.37,MERCH_26,Mumbai,22-12-2025 17:03,web,2,4,1.1,0,0,0.176680797,LOW,NONE,APPROVED
TXN_00688,USER_102,1769.8,MERCH_11,Chennai,20-12-2025 14:35,atm,3,149,1.24,0,0,0.200993782,LOW,NONE,APPROVED
TXN_00689,USER_071,683.13,MERCH_02,Mumbai,22-12-2025 19:52,web,1,169,0.71,0,0,0.121694062,LOW,NONE,APPROVED
TXN_00690,USER_079,766.87,MERCH_02,Hyderabad,20-12-2025 15:18,web,3,125,0.89,0,0,0.180448985,LOW,NONE,APPROVED
TXN_00691,USER_045,1011.13,MERCH_17,Chennai,23-12-2025 11:14,web,4,86,0.69,0,0,0.176847078,LOW,NONE,APPROVED
TXN_00692,USER_050,967.61,MERCH_25,Hyderabad,23-12-2025 21:39,web,3,147,0.61,0,0,0.115629279,LOW,NONE,APPROVED
