transaction_id,user_id,amount,merchant_id,actual_location,timestamp,device_type,transactions_last_10min,avg_amount_user,time_since_last_txn_min,amount_deviation_ratio,device_change_flag,location_change_flag
TXN_00230,USER_074,3456.31,MERCH_21,Delhi,23-12-2025 09:41,mobile,3,3481.36,88,0.99,0,0
TXN_00231,USER_059,3164.53,MERCH_14,Chennai,20-12-2025 08:08,mobile,1,2864.34,32,1.1,0,0
TXN_00232,USER_072,2547.6,MERCH_17,Kolkata,23-12-2025 07:43,mobile,3,2694.03,76,0.95,1,0
TXN_00233,USER_031,3325.41,MERCH_04,Delhi,23-12-2025 06:54,web,4,2525.07,27,1.32,0,0
TXN_00234,USER_107,1010.26,MERCH_22,Bengaluru,24-12-2025 07:45,web,4,811.05,78,1.25,1,0
TXN_00235,USER_066,1521.09,MERCH_28,Kolkata,22-12-2025 07:49,mobile,3,2031.75,3,0.75,0,0
TXN_00236,USER_006,1269.85,MERCH_12,Pune,21-12-2025 15:51,atm,2,1787.36,58,0.71,0,0
TXN_00237,USER_067,3875.32,MERCH_39,Pune,23-12-2025 10:14,mobile,1,3067.91,47,1.26,0,0
TXN_00238,USER_094,3414.54,MERCH_13,Delhi,23-12-2025 09:16,mobile,2,3132.76,73,1.09,0,0
TXN_00239,USER_075,3063.78,MERCH_23,Delhi,23-12-2025 06:32,atm,1,3019.2,5,1.01,1,0
TXN_00240,USER_043,1979.7,MERCH_27,Bengaluru,22-12-2025 09:19,atm,4,2944.82,166,0.67,0,0
TXN_00241,USER_117,2578.7,MERCH_37,Chennai,21-12-2025 09:41,mobile,3,3228.74,37,0.8,0,0
TXN_00242,USER_107,859.66,MERCH_01,Bengaluru,24-12-2025 07:57,web,3,811.05,12,1.06,0,0
TXN_00243,USER_046,1637.71,MERCH_16,Pune,24-12-2025 11:47,web,1,2350.94,117,0.7,0,0
TXN_00244,USER_105,2536.58,MERCH_04,Mumbai,21-12-2025 12:00,mobile,4,2390.63,85,1.06,0,0
TXN_00245,USER_038,2002.21,MERCH_35,Bengaluru,24-12-2025 11:03,atm,1,1954.5,129,1.02,0,0
TXN_00246,USER_018,22682.77,MERCH_02,Chennai,24-12-2025 07:56,mobile,7,3358.81,60,6.75,0,0
TXN_00247,USER_003,2604.4,MERCH_29,Mumbai,21-12-2025 08:56,atm,4,2557.52,52,1.02,0,0
TXN_00248,USER_014,2481.83,MERCH_30,Hyderabad,24-12-2025 15:56,web,1,3032.5,27,0.82,0,0
TXN_00249,USER_064,3144.4,MERCH_35,Chennai,22-12-2025 15:38,mobile,4,2404.8,74,1.31,1,0
TXN_00250,USER_076,1147.23,MERCH_02,Delhi,21-12-2025 11:55,atm,4,1568.41,61,0.73,1,0
TXN_00251,USER_082,1022.97,MERCH_04,Mumbai,24-12-2025 08:17,atm,1,1116.16,110,0.92,0,0
TXN_00252,USER_100,1415.68,MERCH_37,Hyderabad,23-12-2025 09:36,web,3,1207.49,105,1.17,0,0
TXN_00253,USER_103,1229.67,MERCH_10,Mumbai,20-12-2025 07:52,mobile,1,1430.01,85,0.86,0,0
TXN_00254,USER_088,2810.9,MERCH_34,Pune,20-12-2025 09:52,atm,1,3152.84,66,0.89,0,0
TXN_00255,USER_024,18647.77,MERCH_30,Hyderabad,22-12-2025 10:44,atm,8,1581.95,132,11.79,0,0
TXN_00256,USER_082,10452.04,MERCH_35,Kolkata,24-12-2025 08:30,atm,10,1116.16,13,9.36,0,1
TXN_00257,USER_104,1997.5,MERCH_03,Kolkata,24-12-2025 15:26,mobile,1,2109.4,162,0.95,1,0
TXN_00258,USER_037,1709.54,MERCH_33,Delhi,24-12-2025 10:48,mobile,1,2637.08,91,0.65,0,0
TXN_00259,USER_116,900.37,MERCH_33,Chennai,21-12-2025 10:04,atm,2,945.78,122,0.95,0,0
TXN_00260,USER_017,1982.09,MERCH_06,Chennai,24-12-2025 20:32,web,3,2494.07,107,0.79,0,0
TXN_00261,USER_095,1738.39,MERCH_13,Delhi,24-12-2025 10:11,web,2,1551.74,119,1.12,0,0
TXN_00262,USER_071,1050.78,MERCH_31,Mumbai,22-12-2025 16:13,web,3,963.81,120,1.09,0,0
TXN_00263,USER_105,2414.44,MERCH_25,Mumbai,21-12-2025 13:05,mobile,2,2390.63,65,1.01,0,0
TXN_00264,USER_075,2593.98,MERCH_21,Delhi,23-12-2025 08:05,atm,2,3019.2,93,0.86,0,0
TXN_00265,USER_063,1946,MERCH_05,Chennai,20-12-2025 09:22,atm,1,2677.3,58,0.73,0,0
TXN_00266,USER_078,3302.2,MERCH_23,Chennai,23-12-2025 11:59,atm,4,2605.36,115,1.27,0,0
TXN_00267,USER_095,1448.39,MERCH_23,Delhi,24-12-2025 12:27,web,2,1551.74,136,0.93,0,0
TXN_00268,USER_018,4221.88,MERCH_34,Chennai,24-12-2025 10:36,mobile,3,3358.81,160,1.26,0,0
TXN_00269,USER_013,1810.8,MERCH_07,Pune,23-12-2025 10:28,web,2,1946.2,124,0.93,0,0
TXN_00270,USER_001,1537.04,MERCH_37,Delhi,21-12-2025 13:42,atm,4,1674.35,143,0.92,0,0
TXN_00271,USER_020,1690.76,MERCH_29,Mumbai,20-12-2025 09:39,atm,1,1871.04,74,0.9,0,0
TXN_00272,USER_089,1038.83,MERCH_39,Chennai,22-12-2025 14:45,web,4,1017.57,93,1.02,0,0
TXN_00273,USER_050,1426.85,MERCH_20,Hyderabad,23-12-2025 12:34,web,4,1577.43,4,0.9,0,0
TXN_00274,USER_024,1685.19,MERCH_06,Hyderabad,22-12-2025 11:24,atm,4,1581.95,40,1.07,0,0
TXN_00275,USER_106,2063.39,MERCH_14,Pune,22-12-2025 10:55,atm,2,1509.42,85,1.37,0,0
TXN_00276,USER_055,1016.53,MERCH_35,Kolkata,22-12-2025 09:03,web,4,1210.36,5,0.84,1,0
TXN_00277,USER_100,1100.76,MERCH_23,Hyderabad,23-12-2025 12:17,web,4,1207.49,161,0.91,0,0
TXN_00278,USER_006,2039.7,MERCH_34,Pune,21-12-2025 17:23,atm,1,1787.36,92,1.14,0,0
TXN_00279,USER_030,3090.59,MERCH_27,Kolkata,21-12-2025 10:44,mobile,2,2370.32,98,1.3,0,0
TXN_00280,USER_063,3087.63,MERCH_06,Chennai,20-12-2025 12:04,atm,3,2677.3,162,1.15,0,0
TXN_00281,USER_022,935.1,MERCH_08,Kolkata,20-12-2025 08:03,mobile,3,925.77,96,1.01,0,0
TXN_00282,USER_084,3175.68,MERCH_34,Hyderabad,22-12-2025 13:16,mobile,4,2874.23,179,1.1,0,0
TXN_00283,USER_038,1817.31,MERCH_04,Bengaluru,24-12-2025 11:59,atm,2,1954.5,56,0.93,0,0
TXN_00284,USER_081,1446.04,MERCH_01,Chennai,22-12-2025 13:41,web,1,1253.73,30,1.15,0,0
TXN_00285,USER_101,11614.01,MERCH_02,Bengaluru,21-12-2025 17:18,atm,5,1275.79,144,9.1,0,1
TXN_00286,USER_026,1184.65,MERCH_27,Chennai,24-12-2025 09:15,atm,2,1118.04,144,1.06,0,0
TXN_00287,USER_078,1623.73,MERCH_05,Chennai,23-12-2025 12:42,atm,1,2605.36,43,0.62,0,0
TXN_00288,USER_022,1152.85,MERCH_04,Kolkata,20-12-2025 10:11,mobile,4,925.77,128,1.25,0,0
TXN_00289,USER_084,15032.89,MERCH_07,Delhi,22-12-2025 14:41,mobile,6,2874.23,85,5.23,0,1
TXN_00290,USER_110,2560.18,MERCH_02,Bengaluru,23-12-2025 13:46,mobile,4,2329.12,152,1.1,1,0
TXN_00291,USER_007,910.41,MERCH_40,Kolkata,21-12-2025 14:59,atm,1,956.6,104,0.95,0,0
TXN_00292,USER_031,2150.94,MERCH_30,Delhi,23-12-2025 07:08,web,2,2525.07,14,0.85,0,0
TXN_00293,USER_039,2280.5,MERCH_05,Chennai,21-12-2025 07:34,mobile,4,1648.2,67,1.38,0,0
TXN_00294,USER_032,1680.53,MERCH_26,Kolkata,22-12-2025 09:22,mobile,2,1805.47,175,0.93,0,0
TXN_00295,USER_113,1468.46,MERCH_11,Hyderabad,21-12-2025 06:35,mobile,2,2191.83,8,0.67,0,0
TXN_00296,USER_046,2155.4,MERCH_24,Pune,24-12-2025 11:51,web,3,2350.94,4,0.92,0,0
TXN_00297,USER_015,1552.79,MERCH_28,Bengaluru,22-12-2025 08:08,atm,1,1134.27,101,1.37,0,0
TXN_00298,USER_106,1469.58,MERCH_23,Pune,22-12-2025 13:19,atm,2,1509.42,144,0.97,0,0
TXN_00299,USER_031,3140.92,MERCH_16,Delhi,23-12-2025 08:22,web,3,2525.07,74,1.24,0,0
TXN_00300,USER_091,2383.92,MERCH_30,Mumbai,22-12-2025 13:40,mobile,2,2283.49,53,1.04,0,0
TXN_00301,USER_108,1493.13,MERCH_26,Chennai,24-12-2025 08:58,web,3,1931.16,64,0.77,0,0
TXN_00302,USER_049,2780.2,MERCH_15,Mumbai,21-12-2025 15:23,atm,4,2769.5,151,1,0,0
TXN_00303,USER_110,2507.91,MERCH_29,Bengaluru,23-12-2025 14:22,mobile,3,2329.12,36,1.08,0,0
TXN_00304,USER_076,1098.53,MERCH_08,Delhi,21-12-2025 14:14,atm,2,1568.41,139,0.7,0,0
TXN_00305,USER_087,1155.97,MERCH_37,Chennai,23-12-2025 23:08,mobile,4,1855.56,141,0.62,0,0
TXN_00306,USER_019,2879.12,MERCH_15,Kolkata,24-12-2025 12:12,mobile,2,2358.18,102,1.22,0,0
TXN_00307,USER_042,1213.88,MERCH_20,Chennai,21-12-2025 09:30,atm,3,1609.37,30,0.75,1,0
TXN_00308,USER_012,862.99,MERCH_26,Chennai,21-12-2025 07:27,mobile,4,1044.93,35,0.83,0,0
TXN_00309,USER_109,2424.84,MERCH_12,Chennai,21-12-2025 10:05,atm,2,1796.98,163,1.35,0,0
TXN_00310,USER_004,617.47,MERCH_30,Delhi,21-12-2025 09:19,web,4,995.58,172,0.62,0,0
TXN_00311,USER_032,1345.67,MERCH_08,Kolkata,22-12-2025 11:07,mobile,1,1805.47,105,0.75,0,0
TXN_00312,USER_035,887.63,MERCH_39,Mumbai,22-12-2025 14:23,web,1,960.92,59,0.92,0,0
TXN_00313,USER_021,3579.77,MERCH_12,Mumbai,23-12-2025 09:42,web,1,3435.89,80,1.04,0,0
TXN_00314,USER_073,3414.72,MERCH_37,Kolkata,20-12-2025 09:11,mobile,3,2547.25,148,1.34,0,0
TXN_00315,USER_045,1927.21,MERCH_38,Chennai,23-12-2025 07:54,web,3,1459.06,31,1.32,0,0
TXN_00316,USER_078,3212.8,MERCH_14,Chennai,23-12-2025 13:47,atm,1,2605.36,65,1.23,0,0
TXN_00317,USER_100,1688.65,MERCH_40,Hyderabad,23-12-2025 12:42,web,4,1207.49,25,1.4,0,0
TXN_00318,USER_107,1090.19,MERCH_33,Bengaluru,24-12-2025 10:14,atm,4,811.05,137,1.34,1,0
TXN_00319,USER_095,1770.95,MERCH_14,Delhi,24-12-2025 15:10,web,1,1551.74,163,1.14,0,0
TXN_00320,USER_055,768.52,MERCH_36,Kolkata,22-12-2025 09:38,web,2,1210.36,35,0.63,0,0
TXN_00321,USER_034,1003.6,MERCH_16,Delhi,20-12-2025 11:37,atm,2,969.53,44,1.04,0,0
TXN_00322,USER_008,2407.06,MERCH_09,Hyderabad,24-12-2025 10:53,web,2,2170.08,91,1.11,0,0
TXN_00323,USER_018,3911.33,MERCH_01,Chennai,24-12-2025 12:43,mobile,2,3358.81,127,1.16,0,0
TXN_00324,USER_066,2353.67,MERCH_09,Kolkata,22-12-2025 08:26,mobile,3,2031.75,37,1.16,0,0
TXN_00325,USER_114,2722.94,MERCH_08,Bengaluru,22-12-2025 11:29,atm,3,2467.5,153,1.1,0,0
TXN_00326,USER_071,1039.9,MERCH_30,Mumbai,22-12-2025 16:59,web,2,963.81,46,1.08,0,0
TXN_00327,USER_108,1715.61,MERCH_14,Chennai,24-12-2025 09:53,atm,1,1931.16,55,0.89,1,0
TXN_00328,USER_006,10955.15,MERCH_29,Kolkata,21-12-2025 17:23,atm,5,1787.36,0,6.13,0,1
TXN_00329,USER_060,1493.89,MERCH_30,Delhi,22-12-2025 12:53,web,1,2347.17,77,0.64,0,0
TXN_00330,USER_097,1215.16,MERCH_32,Mumbai,21-12-2025 12:18,mobile,3,1768.68,87,0.69,0,0
TXN_00331,USER_056,2831.84,MERCH_19,Chennai,23-12-2025 08:49,web,3,2120.2,142,1.34,0,0
TXN_00332,USER_081,830.62,MERCH_02,Chennai,22-12-2025 16:31,web,2,1253.73,170,0.66,0,0
TXN_00333,USER_004,1363.56,MERCH_34,Delhi,21-12-2025 09:59,web,2,995.58,40,1.37,0,0
TXN_00334,USER_109,2145.35,MERCH_21,Chennai,21-12-2025 13:02,atm,3,1796.98,177,1.19,0,0
TXN_00335,USER_049,1963.78,MERCH_24,Mumbai,21-12-2025 16:57,atm,3,2769.5,94,0.71,0,0
TXN_00336,USER_108,2557.15,MERCH_14,Chennai,24-12-2025 10:57,mobile,4,1931.16,64,1.32,1,0
TXN_00337,USER_064,1715.85,MERCH_15,Chennai,22-12-2025 16:21,mobile,1,2404.8,43,0.71,0,0
TXN_00338,USER_021,4752.63,MERCH_29,Mumbai,23-12-2025 12:28,web,1,3435.89,166,1.38,0,0
TXN_00339,USER_062,1361.52,MERCH_04,Delhi,22-12-2025 08:33,web,2,1647.12,98,0.83,1,0
TXN_00340,USER_066,2688.42,MERCH_11,Kolkata,22-12-2025 09:55,web,2,2031.75,89,1.32,1,0
TXN_00341,USER_049,2919.09,MERCH_31,Mumbai,21-12-2025 18:53,atm,3,2769.5,116,1.05,0,0
TXN_00342,USER_011,1363.78,MERCH_39,Kolkata,23-12-2025 09:22,web,2,988.61,135,1.38,0,0
TXN_00343,USER_080,16266.19,MERCH_24,Kolkata,21-12-2025 14:58,web,9,2046.58,176,7.95,0,1
TXN_00344,USER_062,1687.18,MERCH_02,Delhi,22-12-2025 09:11,web,3,1647.12,38,1.02,0,0
TXN_00345,USER_109,1289.4,MERCH_38,Chennai,21-12-2025 15:58,atm,1,1796.98,176,0.72,0,0
TXN_00346,USER_048,3326.87,MERCH_26,Delhi,22-12-2025 10:34,web,2,3162.87,109,1.05,0,0
TXN_00347,USER_034,1006.85,MERCH_08,Delhi,20-12-2025 12:26,atm,2,969.53,49,1.04,0,0
TXN_00348,USER_029,1319.67,MERCH_17,Pune,20-12-2025 11:59,web,2,1287.96,67,1.02,0,0
TXN_00349,USER_091,2713.86,MERCH_38,Mumbai,22-12-2025 16:04,mobile,1,2283.49,144,1.19,0,0
TXN_00350,USER_073,30400.39,MERCH_33,Kolkata,20-12-2025 09:32,web,10,2547.25,21,11.93,1,0
TXN_00351,USER_014,4167.77,MERCH_13,Hyderabad,24-12-2025 18:54,web,2,3032.5,178,1.37,0,0
TXN_00352,USER_073,2011.11,MERCH_24,Kolkata,20-12-2025 09:58,mobile,4,2547.25,26,0.79,1,0
TXN_00353,USER_006,20303.96,MERCH_06,Mumbai,21-12-2025 18:20,atm,8,1787.36,57,11.36,0,1
TXN_00354,USER_080,1503.01,MERCH_22,Kolkata,21-12-2025 15:52,web,3,2046.58,54,0.73,0,0
TXN_00355,USER_103,1131.77,MERCH_33,Mumbai,20-12-2025 10:49,atm,1,1430.01,177,0.79,1,0
TXN_00356,USER_095,1944.69,MERCH_23,Delhi,24-12-2025 16:44,web,1,1551.74,94,1.25,0,0
TXN_00357,USER_013,1220.89,MERCH_16,Pune,23-12-2025 11:54,web,1,1946.2,86,0.63,0,0
TXN_00358,USER_033,1574.41,MERCH_02,Kolkata,22-12-2025 15:49,atm,4,2278.91,180,0.69,0,0
TXN_00359,USER_063,3477.8,MERCH_25,Chennai,20-12-2025 13:13,atm,3,2677.3,69,1.3,0,0
TXN_00360,USER_108,2624.47,MERCH_01,Chennai,24-12-2025 12:04,mobile,3,1931.16,67,1.36,0,0
TXN_00361,USER_004,1292.71,MERCH_03,Delhi,21-12-2025 10:40,web,4,995.58,41,1.3,0,0
TXN_00362,USER_010,2511.58,MERCH_11,Chennai,24-12-2025 14:19,mobile,4,1970.84,168,1.27,0,0
TXN_00363,USER_089,904.36,MERCH_34,Chennai,22-12-2025 16:28,web,1,1017.57,103,0.89,0,0
TXN_00364,USER_028,2310.04,MERCH_24,Delhi,23-12-2025 07:03,mobile,1,3003.54,36,0.77,0,0
TXN_00365,USER_094,2667.51,MERCH_22,Delhi,23-12-2025 11:46,mobile,3,3132.76,150,0.85,0,0
TXN_00366,USER_075,3335.31,MERCH_10,Delhi,23-12-2025 09:06,web,1,3019.2,61,1.1,1,0
TXN_00367,USER_035,850.87,MERCH_37,Mumbai,22-12-2025 14:42,web,3,960.92,19,0.89,0,0
TXN_00368,USER_068,4463.2,MERCH_07,Kolkata,20-12-2025 13:52,atm,1,3350.64,38,1.33,0,0
TXN_00369,USER_112,2372.13,MERCH_19,Delhi,23-12-2025 08:19,atm,1,2664.33,112,0.89,0,0
TXN_00370,USER_102,1954.53,MERCH_22,Chennai,20-12-2025 07:06,mobile,3,1426.28,39,1.37,0,0
TXN_00371,USER_095,1346.2,MERCH_22,Delhi,24-12-2025 19:29,web,4,1551.74,165,0.87,0,0
TXN_00372,USER_086,1831.84,MERCH_23,Chennai,22-12-2025 11:30,atm,2,1468.56,126,1.25,0,0
TXN_00373,USER_020,1728.81,MERCH_26,Mumbai,20-12-2025 09:43,atm,4,1871.04,4,0.92,0,0
TXN_00374,USER_073,2142.72,MERCH_20,Kolkata,20-12-2025 10:44,mobile,2,2547.25,46,0.84,0,0
TXN_00375,USER_033,1501.35,MERCH_13,Kolkata,22-12-2025 18:13,atm,3,2278.91,144,0.66,0,0
TXN_00376,USER_075,4196.59,MERCH_23,Delhi,23-12-2025 11:38,web,3,3019.2,152,1.39,0,0
TXN_00377,USER_100,1593.02,MERCH_18,Hyderabad,23-12-2025 13:02,web,3,1207.49,20,1.32,0,0
TXN_00378,USER_115,2073.08,MERCH_02,Pune,24-12-2025 08:55,atm,3,2625.74,8,0.79,0,0
TXN_00379,USER_028,20100.15,MERCH_04,Hyderabad,23-12-2025 09:40,mobile,6,3003.54,157,6.69,0,1
TXN_00380,USER_017,1506.52,MERCH_18,Chennai,24-12-2025 20:55,atm,2,2494.07,23,0.6,1,0
TXN_00381,USER_069,1601.2,MERCH_21,Delhi,20-12-2025 06:59,mobile,1,2080.07,6,0.77,0,0
TXN_00382,USER_112,1970.55,MERCH_27,Delhi,23-12-2025 11:08,atm,3,2664.33,169,0.74,0,0
TXN_00383,USER_102,9697.48,MERCH_30,Chennai,20-12-2025 08:34,mobile,8,1426.28,88,6.8,0,0
TXN_00384,USER_112,24772.36,MERCH_22,Delhi,23-12-2025 13:35,atm,8,2664.33,147,9.3,0,0
TXN_00385,USER_021,3045.15,MERCH_24,Mumbai,23-12-2025 13:10,web,1,3435.89,42,0.89,0,0
TXN_00386,USER_055,1362.73,MERCH_39,Kolkata,22-12-2025 12:35,web,2,1210.36,177,1.13,0,0
TXN_00387,USER_074,4214.7,MERCH_20,Delhi,23-12-2025 12:22,mobile,4,3481.36,161,1.21,0,0
TXN_00388,USER_084,2927.86,MERCH_18,Delhi,22-12-2025 16:40,mobile,3,2874.23,119,1.02,0,0
TXN_00389,USER_017,1796.91,MERCH_15,Chennai,24-12-2025 23:20,atm,3,2494.07,145,0.72,0,0
TXN_00390,USER_052,780.66,MERCH_35,Pune,24-12-2025 08:59,mobile,2,1118.78,26,0.7,0,0
TXN_00391,USER_065,2815.39,MERCH_12,Mumbai,23-12-2025 13:11,web,3,2365.72,49,1.19,0,0
TXN_00392,USER_112,3257.1,MERCH_16,Delhi,23-12-2025 14:19,atm,3,2664.33,44,1.22,0,0
TXN_00393,USER_057,1196.48,MERCH_25,Pune,20-12-2025 12:28,web,3,905.86,130,1.32,0,0
TXN_00394,USER_059,3567.25,MERCH_26,Chennai,20-12-2025 08:17,web,1,2864.34,9,1.25,1,0
TXN_00395,USER_087,1721.86,MERCH_25,Chennai,23-12-2025 23:26,mobile,4,1855.56,18,0.93,0,0
TXN_00396,USER_085,1341.61,MERCH_16,Chennai,21-12-2025 09:20,mobile,3,1149.22,60,1.17,1,0
TXN_00397,USER_030,1988.15,MERCH_32,Kolkata,21-12-2025 12:10,mobile,3,2370.32,86,0.84,0,0
TXN_00398,USER_028,4095.07,MERCH_09,Hyderabad,23-12-2025 10:23,mobile,3,3003.54,43,1.36,0,0
TXN_00399,USER_106,1958.74,MERCH_16,Pune,22-12-2025 13:44,atm,4,1509.42,25,1.3,0,0
TXN_00400,USER_021,2644.45,MERCH_04,Mumbai,23-12-2025 15:49,web,4,3435.89,159,0.77,0,0
TXN_00401,USER_114,2338.81,MERCH_09,Bengaluru,22-12-2025 13:04,web,2,2467.5,95,0.95,1,0
TXN_00402,USER_120,4075.31,MERCH_01,Chennai,23-12-2025 07:17,web,2,2954.26,9,1.38,0,0
TXN_00403,USER_018,2277.41,MERCH_11,Chennai,24-12-2025 13:24,mobile,3,3358.81,41,0.68,0,0
TXN_00404,USER_060,3064.37,MERCH_03,Delhi,22-12-2025 13:19,web,4,2347.17,26,1.31,0,0
TXN_00405,USER_075,2137.19,MERCH_39,Delhi,23-12-2025 14:21,web,1,3019.2,163,0.71,0,0
TXN_00406,USER_030,3300.96,MERCH_21,Kolkata,21-12-2025 12:39,mobile,1,2370.32,29,1.39,0,0
TXN_00407,USER_009,919.56,MERCH_01,Delhi,23-12-2025 07:00,web,2,901.24,33,1.02,0,0
TXN_00408,USER_023,3964.86,MERCH_05,Chennai,24-12-2025 08:48,web,3,3117.86,141,1.27,1,0
TXN_00409,USER_045,1696.69,MERCH_01,Chennai,23-12-2025 08:54,web,3,1459.06,60,1.16,0,0
TXN_00410,USER_034,898.27,MERCH_36,Delhi,20-12-2025 12:40,atm,1,969.53,14,0.93,0,0
TXN_00411,USER_047,2296.05,MERCH_36,Kolkata,22-12-2025 08:37,mobile,4,2218.03,86,1.04,0,0
TXN_00412,USER_043,3039.05,MERCH_25,Bengaluru,22-12-2025 10:30,atm,3,2944.82,71,1.03,0,0
TXN_00413,USER_020,2466.92,MERCH_01,Mumbai,20-12-2025 11:24,atm,2,1871.04,101,1.32,0,0
TXN_00414,USER_031,3516.94,MERCH_13,Delhi,23-12-2025 09:30,web,4,2525.07,68,1.39,0,0
TXN_00415,USER_085,1062.63,MERCH_36,Chennai,21-12-2025 12:01,mobile,1,1149.22,161,0.92,0,0
TXN_00416,USER_042,1552.07,MERCH_37,Chennai,21-12-2025 11:26,atm,3,1609.37,116,0.96,0,0
TXN_00417,USER_001,1797.97,MERCH_25,Delhi,21-12-2025 16:30,atm,3,1674.35,168,1.07,0,0
TXN_00418,USER_031,2309.98,MERCH_34,Delhi,23-12-2025 11:09,web,1,2525.07,99,0.91,0,0
TXN_00419,USER_035,1060.01,MERCH_35,Mumbai,22-12-2025 17:38,web,1,960.92,176,1.1,0,0
TXN_00420,USER_086,1948.78,MERCH_31,Chennai,22-12-2025 14:09,atm,3,1468.56,159,1.33,0,0
TXN_00421,USER_110,3259.67,MERCH_05,Bengaluru,23-12-2025 16:38,mobile,2,2329.12,136,1.4,0,0
TXN_00422,USER_119,3953.64,MERCH_16,Pune,24-12-2025 12:57,web,2,3161.19,96,1.25,0,0
TXN_00423,USER_087,1591.28,MERCH_24,Chennai,24-12-2025 02:18,mobile,1,1855.56,172,0.86,0,0
TXN_00424,USER_107,730.04,MERCH_24,Bengaluru,24-12-2025 12:06,mobile,3,811.05,112,0.9,1,0
TXN_00425,USER_046,2656.07,MERCH_18,Pune,24-12-2025 14:07,web,4,2350.94,136,1.13,0,0
TXN_00426,USER_051,3817.69,MERCH_12,Bengaluru,20-12-2025 11:40,web,4,3446.47,117,1.11,0,0
TXN_00427,USER_098,3158.7,MERCH_16,Kolkata,23-12-2025 06:31,mobile,3,3187.32,4,0.99,0,0
TXN_00428,USER_080,1257.04,MERCH_13,Kolkata,21-12-2025 17:22,web,3,2046.58,90,0.61,0,0
TXN_00429,USER_001,1966.6,MERCH_18,Delhi,21-12-2025 16:47,atm,3,1674.35,17,1.17,0,0
TXN_00430,USER_118,1955.87,MERCH_32,Kolkata,21-12-2025 07:43,mobile,4,2905.92,64,0.67,0,0
TXN_00431,USER_110,26653.62,MERCH_29,Bengaluru,23-12-2025 16:38,mobile,7,2329.12,0,11.44,0,0
TXN_00432,USER_049,3097.82,MERCH_17,Mumbai,21-12-2025 20:11,atm,4,2769.5,78,1.12,0,0
TXN_00433,USER_046,1529.72,MERCH_14,Pune,24-12-2025 16:38,mobile,3,2350.94,151,0.65,1,0
TXN_00434,USER_043,2693.36,MERCH_27,Bengaluru,22-12-2025 10:53,atm,4,2944.82,23,0.91,0,0
TXN_00435,USER_064,1650.29,MERCH_37,Chennai,22-12-2025 19:08,mobile,1,2404.8,167,0.69,0,0
TXN_00436,USER_060,1739.22,MERCH_05,Delhi,22-12-2025 15:13,web,4,2347.17,114,0.74,0,0
TXN_00437,USER_057,1029.33,MERCH_13,Pune,20-12-2025 13:05,web,1,905.86,37,1.14,0,0
TXN_00438,USER_052,1359.74,MERCH_30,Pune,24-12-2025 11:56,mobile,3,1118.78,177,1.22,0,0
TXN_00439,USER_016,955.78,MERCH_06,Mumbai,20-12-2025 09:24,mobile,1,1402.75,22,0.68,0,0
TXN_00440,USER_109,2100.4,MERCH_31,Chennai,21-12-2025 18:25,atm,2,1796.98,147,1.17,0,0
TXN_00441,USER_111,37456.25,MERCH_10,Chennai,21-12-2025 08:16,atm,5,3373.36,109,11.1,1,0
TXN_00442,USER_042,2238.55,MERCH_18,Chennai,21-12-2025 13:41,atm,2,1609.37,135,1.39,0,0
TXN_00443,USER_067,3204.6,MERCH_33,Pune,23-12-2025 11:37,mobile,3,3067.91,83,1.04,0,0
TXN_00444,USER_114,3191.51,MERCH_28,Bengaluru,22-12-2025 13:20,web,2,2467.5,16,1.29,0,0
TXN_00445,USER_110,1784.12,MERCH_24,Bengaluru,23-12-2025 17:59,mobile,1,2329.12,81,0.77,0,0
TXN_00446,USER_120,2636.92,MERCH_22,Chennai,23-12-2025 09:25,web,2,2954.26,128,0.89,0,0
TXN_00447,USER_026,678.43,MERCH_05,Chennai,24-12-2025 11:40,atm,3,1118.04,145,0.61,0,0
TXN_00448,USER_053,1607.24,MERCH_14,Hyderabad,23-12-2025 07:52,web,4,1928.93,85,0.83,1,0
TXN_00449,USER_103,1091.22,MERCH_14,Mumbai,20-12-2025 13:28,atm,4,1430.01,159,0.76,0,0
TXN_00450,USER_008,2715.71,MERCH_32,Hyderabad,24-12-2025 13:39,mobile,1,2170.08,166,1.25,1,0
TXN_00451,USER_024,11175.25,MERCH_14,Kolkata,22-12-2025 12:09,atm,10,1581.95,45,7.06,0,1
TXN_00452,USER_069,2107.08,MERCH_30,Delhi,20-12-2025 07:39,mobile,2,2080.07,40,1.01,0,0
TXN_00453,USER_013,1516.12,MERCH_17,Pune,23-12-2025 12:20,web,4,1946.2,26,0.78,0,0
TXN_00454,USER_091,3057.78,MERCH_09,Mumbai,22-12-2025 19:02,mobile,1,2283.49,178,1.34,0,0
TXN_00455,USER_006,2323.17,MERCH_21,Mumbai,21-12-2025 20:17,atm,2,1787.36,117,1.3,0,0
TXN_00456,USER_091,1962.69,MERCH_14,Mumbai,22-12-2025 19:44,mobile,3,2283.49,42,0.86,0,0
TXN_00457,USER_020,2580.79,MERCH_21,Mumbai,20-12-2025 14:17,atm,4,1871.04,173,1.38,0,0
TXN_00458,USER_049,2100.74,MERCH_10,Mumbai,21-12-2025 21:28,atm,1,2769.5,77,0.76,0,0
TXN_00459,USER_094,1976.93,MERCH_23,Delhi,23-12-2025 13:14,mobile,1,3132.76,88,0.63,0,0
